epoch,episode,mean_loss,epsilon
2,31,0.0969642851207,0.9992359
2,31,0.0863185413252,0.9983962
2,31,0.0921965443262,0.9975628
2,31,0.0903703007712,0.9966997
2,31,0.083799603255,0.9959086
2,31,0.0836469546352,0.994924
2,31,0.077513649205,0.9941851
2,31,0.0787105023789,0.9932113
2,31,0.0797922920948,0.9923482
2,31,0.0867901468138,0.9916435
2,31,0.0847346582755,0.990793
2,31,0.0848494930751,0.9899884
2,31,0.0848864692764,0.9893071
2,31,0.0829333736726,0.988543
2,31,0.0866652749963,0.9877582
2,31,0.085129968174,0.9867142
2,31,0.0827706178599,0.9859816
2,31,0.0782303428288,0.9852247
2,31,0.0838902545394,0.984425500001
2,31,0.0882785630935,0.983656900001
2,31,0.0777944038906,0.982864000001
2,31,0.0811443035707,0.982077400001
2,31,0.0826654080034,0.981249400001
2,31,0.07500147511,0.980411500001
2,31,0.0856781452179,0.979630300001
2,31,0.0905856008566,0.978647500001
2,31,0.0818020410048,0.977870800001
2,31,0.0836496399817,0.977145400001
2,31,0.0789442506156,0.976309300001
2,31,0.0920678197406,0.975457000001
2,31,0.0884154369961,0.974507500001
2,31,0.0874238209535,0.973544500001
2,31,0.0777309756337,0.972406000001
2,31,0.0928923602707,0.971485300001
2,31,0.0809990468107,0.970593400001
2,31,0.078724069395,0.969858100001
2,31,0.085836086833,0.968954500001
2,31,0.0900729602723,0.968173300001
2,31,0.0766032728997,0.967492000001
2,31,0.0873122806112,0.966448900001
2,31,0.0791200455886,0.965688400001
2,31,0.0823416354178,0.964909900001
2,31,0.0795370151761,0.964205200001
2,31,0.0873569820723,0.963322300001
2,31,0.094977553227,0.962529400001
2,31,0.0884568320564,0.961739200001
2,31,0.0821974004251,0.960838300001
2,31,0.0831131366621,0.960011200001
2,31,0.0786825068946,0.959214700001
2,31,0.0835052546897,0.958393000001
2,31,0.0743827901827,0.957640600001
2,31,0.0818301872012,0.956860300001
2,31,0.0836112207347,0.956030500001
2,31,0.0900237350538,0.955050400001
