epoch,episode,mean_loss,epsilon
2,64,0.0885817336555,0.9989443
2,64,0.0859947981949,0.9982072
2,64,0.0786120472278,0.997201
2,64,0.091311560289,0.9963532
2,64,0.0799726107884,0.9956719
2,64,0.0867482976409,0.9949186
2,64,0.0819373210609,0.9938854
2,64,0.0873881521693,0.9929143
2,64,0.0842401875384,0.9921556
2,64,0.0896346482902,0.990964
2,64,0.0922209430948,0.9901594
2,64,0.0843705309287,0.9893125
2,64,0.0735757983012,0.988498
2,64,0.0876417907521,0.9877285
2,64,0.075271936986,0.9869671
2,64,0.0898514753341,0.9861661
2,64,0.0856232371494,0.9854182
2,64,0.0744351772163,0.984658600001
2,64,0.0773108166786,0.983844100001
2,64,0.0898359956892,0.983030500001
2,64,0.0855681141066,0.982216000001
2,64,0.077467294114,0.981454600001
2,64,0.0859592210524,0.980529400001
2,64,0.0874688379338,0.979609600001
2,64,0.0905054616854,0.978697900001
2,64,0.0834251609014,0.977991400001
2,64,0.0897195757106,0.977105800001
2,64,0.087193929477,0.976370500001
2,64,0.0962805045877,0.975541600001
2,64,0.090792494281,0.974733400001
2,64,0.0895010240773,0.973971100001
2,64,0.0834787366018,0.973273600001
2,64,0.089893962143,0.972516700001
2,64,0.087150643087,0.971437600001
2,64,0.0854739392557,0.970578100001
2,64,0.0847097663967,0.969821200001
2,64,0.0796886559109,0.968964400001
2,64,0.0898249202266,0.968205700001
2,64,0.0825777148607,0.967524400001
2,64,0.0873766532536,0.966790900001
2,64,0.0801552306421,0.965870200001
2,64,0.0811117619471,0.965078200001
2,64,0.0830251204213,0.964306000001
2,64,0.0778581216482,0.963464500001
2,64,0.0749793999525,0.962512300001
2,64,0.0721623587982,0.961696000001
2,64,0.0770000621832,0.960945400001
2,64,0.0691839064986,0.960262300001
2,64,0.0714482928701,0.959441500001
2,64,0.0748273443719,0.958541500001
2,64,0.0773945481928,0.957834100001
2,64,0.0744951189094,0.957102400001
2,64,0.0711531802166,0.956418400001
2,64,0.0716753349389,0.955567000001
2,64,0.0683969362966,0.955054000001
3,65,0.0770778037793,0.954233200002
3,65,0.0730325469006,0.953335000002
3,65,0.074119527712,0.952544800002
3,65,0.0730168711197,0.951864400002
3,65,0.0743905878893,0.951014800002
3,65,0.0739051538014,0.950256100002
3,65,0.0694323576503,0.949517200002
3,65,0.0728975058994,0.948637000002
3,65,0.073754094227,0.947505700002
3,65,0.0737268700516,0.946797400002
3,65,0.0637061413759,0.946016200002
3,65,0.0724064799605,0.945106300002
3,65,0.0681448413945,0.944314300002
3,65,0.0697214005313,0.943495300002
3,65,0.0679767366433,0.942677200002
3,65,0.0701449577196,0.941835700002
3,65,0.0696625558903,0.941131000002
3,65,0.0709520370821,0.940321900002
3,65,0.0705306234381,0.939520900002
3,65,0.0678016831251,0.938643400002
3,65,0.0698667584966,0.937851400002
3,65,0.0698958871893,0.936970300002
3,65,0.0687637077111,0.935999200002
3,65,0.0691389391357,0.935267500002
3,65,0.0658520541905,0.934430500002
3,65,0.0658207982866,0.933713200002
3,65,0.0654172451355,0.932785300002
3,65,0.0617266339791,0.931874500002
3,65,0.061208048811,0.931109500002
3,65,0.0640573969421,0.930300400002
3,65,0.0638911734055,0.929220400002
3,65,0.0631790846556,0.928541800002
3,65,0.0667129090219,0.927834400002
3,65,0.0668225731239,0.927059500002
3,65,0.0644391341366,0.926202700002
3,65,0.0621538312831,0.925470100002
3,65,0.0565347590397,0.924715900002
3,65,0.0611231944657,0.923911300003
3,65,0.0579470026612,0.922962700003
3,65,0.0652013387707,0.922079800003
3,65,0.0596694952526,0.921374200003
3,65,0.0610339431455,0.920595700003
3,65,0.058895774126,0.919726300003
3,65,0.0564452452009,0.918911800003
3,65,0.0556490164764,0.918072100003
3,65,0.0617251803533,0.917298100003
3,65,0.0561069998829,0.916375600003
3,65,0.0608959858678,0.915472000003
3,65,0.0569512484875,0.914681800003
3,65,0.0574177036982,0.913744900003
3,65,0.0607997534825,0.912894400003
3,65,0.0596673342434,0.911977300003
3,65,0.0591708723765,0.911026900003
3,65,0.060882563256,0.910183600003
3,65,0.0547508318118,0.910103500003
4,59,0.0643011499877,0.909256600003
4,59,0.0639896947216,0.908263900003
4,59,0.0624489885406,0.907552900003
4,59,0.0621818449907,0.906821200003
4,59,0.0610689544432,0.905887900003
4,59,0.058885388695,0.905051800003
4,59,0.0641629611786,0.904213900003
4,59,0.0598671118339,0.903379600003
4,59,0.0631982582469,0.902506600003
4,59,0.0662936556144,0.901624600003
4,59,0.0616782537257,0.900872200003
4,59,0.0631092832804,0.900033400003
4,59,0.061740920248,0.899274700003
4,59,0.064675638642,0.898525900003
4,59,0.0612943724746,0.897773500003
4,59,0.0622054768857,0.896917600003
4,59,0.0556279521617,0.896122900003
4,59,0.0638295570908,0.895223800003
4,59,0.0587906289654,0.894410200003
4,59,0.0636608036472,0.893622700004
4,59,0.0623374094391,0.892894600004
4,59,0.0619458473958,0.892191700004
4,59,0.0641060248523,0.891253900004
4,59,0.063089982755,0.890488000004
4,59,0.0608728059524,0.889721200004
4,59,0.0625388155759,0.888797800004
4,59,0.0603653643186,0.888047200004
4,59,0.0586271887153,0.887349700004
4,59,0.0598816839366,0.886577500004
4,59,0.0580832510172,0.885823300004
4,59,0.0532689860292,0.885072700004
4,59,0.0589939033005,0.884314900004
4,59,0.0643240098721,0.883407700004
4,59,0.0625659586147,0.882631000004
4,59,0.0617434159262,0.881772400004
4,59,0.0629079184479,0.881072200004
4,59,0.0643093280075,0.880259500004
4,59,0.0625293717682,0.879246100004
4,59,0.0619222335088,0.878368600004
4,59,0.0607800964643,0.877579300004
4,59,0.0630942220447,0.876827800004
4,59,0.0675452162087,0.876121300004
4,59,0.0659920591012,0.875219500004
4,59,0.0650992541386,0.874339300004
4,59,0.0667970833556,0.873535600004
4,59,0.064776119664,0.872800300004
4,59,0.0592431443986,0.871852600004
4,59,0.0684745148096,0.870967000004
4,59,0.0613615563642,0.870117400004
4,59,0.0663636508944,0.869419900004
4,59,0.0644153541628,0.868565800004
4,59,0.0674465948361,0.867826900004
4,59,0.0606286770436,0.866897200004
4,59,0.0602505223745,0.866028700004
4,59,0.0615169372055,0.865301500004
4,59,0.0647902315072,0.865153900004
5,62,0.0669129329246,0.864366400004
5,62,0.0607175224533,0.863217100005
5,62,0.0629280637662,0.862413400005
5,62,0.0646042638665,0.861501700005
5,62,0.0622383465306,0.860563000005
5,62,0.062769456097,0.859663000005
5,62,0.0627709737869,0.858844000005
5,62,0.060742622219,0.858142000005
5,62,0.0617089375719,0.857103400005
5,62,0.063184243044,0.856207000005
5,62,0.0617393627228,0.855365500005
5,62,0.0614856368974,0.854558200005
5,62,0.0584885062019,0.853822000005
5,62,0.0622400015355,0.852897700005
5,62,0.0651657196675,0.852010300005
5,62,0.0649786137483,0.851248000005
5,62,0.0622975499247,0.850409200005
5,62,0.0644105356866,0.849610900005
5,62,0.0645294197579,0.848597500005
5,62,0.0634288148607,0.847721800005
5,62,0.0615073519795,0.846968500005
5,62,0.0653358525526,0.846184600005
5,62,0.0582037454183,0.845432200005
5,62,0.0580554143751,0.844471900005
5,62,0.059881585791,0.843430600005
5,62,0.0616098657785,0.842461300005
5,62,0.0638539493386,0.841695400005
5,62,0.0580115713841,0.840849400005
5,62,0.0645640403345,0.839980900005
5,62,0.0641873213201,0.839098900005
5,62,0.0570161460073,0.838305100005
5,62,0.0582926182619,0.837548200005
5,62,0.062627629775,0.836625700005
5,62,0.0556009260393,0.835868800005
5,62,0.0601698746637,0.835132600005
5,62,0.0583919355511,0.834249700005
5,62,0.0642494076339,0.833390200005
5,62,0.0619190225027,0.832651300006
5,62,0.0645340479557,0.831846700006
5,62,0.0606916360893,0.830996200006
5,62,0.0600130302205,0.830175400006
5,62,0.0616012239127,0.829395100006
5,62,0.0572342745258,0.828645400006
5,62,0.060704111016,0.827871400006
5,62,0.0649211255647,0.826943500006
5,62,0.0623656719727,0.826212700006
5,62,0.0565714554623,0.825399100006
5,62,0.0572075615535,0.824660200006
5,62,0.0584345506858,0.823682800006
5,62,0.0587516714355,0.822871000006
5,62,0.0573129340177,0.821997100006
5,62,0.0603293581876,0.821222200006
5,62,0.0561642923495,0.820515700006
5,62,0.0589002632034,0.820202500006
6,62,0.0555024496756,0.819344800006
6,62,0.0547940798887,0.818565400006
6,62,0.0561675040383,0.817809400006
6,62,0.0593532960579,0.816929200006
6,62,0.0563909024249,0.816070600006
6,62,0.0555338722979,0.815266000006
6,62,0.0585732237932,0.814487500006
6,62,0.0531504138548,0.813737800006
6,62,0.0602106333306,0.812859400006
6,62,0.0577023267089,0.812113300006
6,62,0.0603233665509,0.811295200006
6,62,0.0588634379862,0.810235900006
6,62,0.0534256821599,0.809332300006
6,62,0.0579295393712,0.808453900006
6,62,0.0591993058633,0.807745600006
6,62,0.0595485782247,0.806706100006
6,62,0.060208633466,0.805954600006
6,62,0.0540199238431,0.805106800006
6,62,0.0552574025617,0.804070900006
6,62,0.0584136013382,0.803284300006
6,62,0.0584026363159,0.802549000007
6,62,0.0592017038249,0.801415000007
6,62,0.0591461030038,0.800681500007
6,62,0.0583801802957,0.799877800007
6,62,0.0613820442349,0.798999400007
6,62,0.0516551686862,0.798262300007
6,62,0.05430254392,0.797500000007
6,62,0.0597213421625,0.796544200007
6,62,0.0622013665857,0.795780100007
6,62,0.057954270384,0.794925100007
6,62,0.0591249954511,0.794221300007
6,62,0.0635894364776,0.793381600007
6,62,0.0580694417473,0.792536500007
6,62,0.0546716551838,0.791798500007
6,62,0.0636687785291,0.791038000007
6,62,0.0580649512234,0.790240600007
6,62,0.0619692242086,0.789369400007
6,62,0.0550878883986,0.788511700007
6,62,0.0558289993496,0.787699900007
6,62,0.0578772341587,0.786736900007
6,62,0.0568617833525,0.786005200007
6,62,0.0537024613811,0.785070100007
6,62,0.0553347669692,0.784184500007
6,62,0.0555586512399,0.783047800007
6,62,0.0542902349729,0.782247700007
6,62,0.0539422285272,0.781549300007
6,62,0.0524866135502,0.780778900007
6,62,0.0542415868247,0.779982400007
6,62,0.0573466610694,0.779140000007
6,62,0.0564702834824,0.778385800007
6,62,0.0530849508469,0.777547000007
6,62,0.0545895913662,0.776625400007
6,62,0.0544747590695,0.775739800007
6,62,0.0570908023626,0.775251100007
7,60,0.0541218974361,0.774298000007
7,60,0.0555146685276,0.773564500007
7,60,0.0566672460147,0.772626700007
7,60,0.0578578717776,0.771878800008
7,60,0.0524328997784,0.771088600008
7,60,0.0590683376786,0.770382100008
7,60,0.0551527685411,0.769635100008
7,60,0.0545542116951,0.768893500008
7,60,0.0580030307403,0.768118600008
7,60,0.054649159855,0.767246500008
7,60,0.0587751117437,0.766468900008
7,60,0.0596121390319,0.765743500008
7,60,0.059332172184,0.764905600008
7,60,0.0602941737681,0.764164000008
7,60,0.058500189229,0.763426000008
7,60,0.0580428443486,0.762697000008
7,60,0.0606097316468,0.761815000008
7,60,0.0555985204414,0.761058100008
7,60,0.0546481668625,0.760222000008
7,60,0.0608445437207,0.759436300008
7,60,0.0588668880112,0.758656900008
7,60,0.0607503424398,0.757824400008
7,60,0.0567303792209,0.757047700008
7,60,0.0594519675627,0.756199900008
7,60,0.0572030881037,0.755453800008
7,60,0.0543192286175,0.754698700008
7,60,0.053457506882,0.753874300008
7,60,0.0541444994763,0.753139000008
7,60,0.0547981386373,0.752320000008
7,60,0.0521058092294,0.751565800008
7,60,0.0536602063569,0.750763000008
7,60,0.0539676255105,0.750054700008
