mean_loss,epsilon
0.374763900039,0.9998155
0.358542545583,0.9997363
0.44792928714,0.9995896
0.462009583948,0.9994672
0.433642404128,0.9993898
0.398208905166,0.9992575
0.462163841502,0.9991333
0.414782392418,0.9989479
0.408463366857,0.9987679
0.47916938944,0.9986383
0.468114000149,0.9985015
0.43746948836,0.9983665
0.359284131796,0.9983053
0.4533360454,0.9981721
0.463781817432,0.9980272
0.477054595569,0.997966
0.470064468865,0.997822
0.453660624139,0.9976537
0.437356141496,0.9975853
0.451844994095,0.9974539
0.488255155213,0.9972874
0.475447033087,0.9971074
0.458719549862,0.9969724
0.494176878997,0.9968887
0.47100363023,0.9967303
0.461458819385,0.9965467
0.439542438257,0.9963982
0.520143152942,0.9962488
0.47797487892,0.996112
0.504644871214,0.9959959
0.497858351648,0.9958321
0.459118168945,0.9957115
0.519808907225,0.9956179
0.472392135051,0.9953803
0.460114053146,0.9952507
0.477852297311,0.9950878
0.486640094846,0.9949294
0.487551802749,0.994798
0.45858032528,0.9946225
0.540832858555,0.9944785
0.506294329359,0.9943417
0.53930295309,0.9942337
0.551529294302,0.9940933
0.504006288039,0.9939709
0.494095667597,0.993826
0.532821494437,0.9937054
0.505822604189,0.9935686
0.52800503194,0.9933895
0.492668909458,0.9932581
0.556452449799,0.9931159
0.480560367852,0.9929755
0.5069475452,0.9928441
0.542971972598,0.9926641
0.59066224312,0.9925768
0.505509537791,0.9924004
0.521005427184,0.9922636
0.544397491701,0.9921745
0.511358665058,0.9917119
0.494577178671,0.9915661
0.52470755565,0.9914086
0.499169820929,0.9912502
0.539867818788,0.9909964
0.585618559505,0.9908326
0.558421070435,0.990658
0.629888447772,0.9904996
0.595889143437,0.9903466
0.589419377259,0.9902098
0.551570808034,0.9900352
0.564343398484,0.9899488
0.62650710239,0.9897796
0.528470164968,0.9896428
0.553559249087,0.9894952
0.620122270805,0.9894124
0.520622509933,0.9892486
0.605830148169,0.9890848
0.627415100413,0.9889498
0.586209570111,0.9888184
0.575896186102,0.9886285
0.560062837794,0.9884395
0.600133127054,0.9883117
0.571953471463,0.9881524
0.626847829065,0.988021
0.588076282843,0.9877888
0.550570474645,0.9876358
0.725607889324,0.9875782
0.535721073197,0.9875134
0.637877823498,0.9873343
0.617699355502,0.9869779
0.63392089264,0.9868159
0.632955268122,0.9866656
0.587146431357,0.9865522
0.652887423749,0.9864082
0.576501133803,0.9862462
0.598232699802,0.9859888
0.625008500386,0.9858718
0.586873691089,0.9857251
0.70100634478,0.9855703
0.68937552381,0.9854443
0.726900384491,0.9853039
0.654548690162,0.9851923
0.74431430763,0.9850555
0.738521568665,0.9849124
0.663417096507,0.984763000001
0.832369910326,0.984588400001
0.617580244659,0.984398500001
0.671697647992,0.984240100001
0.684174785364,0.984052900001
0.63179916704,0.983970100001
0.669006165782,0.983840500001
0.690762590662,0.983548900001
0.664554530751,0.983339200001
0.657622205907,0.983191600001
0.623880122437,0.983033200001
0.75861738258,0.982949500001
0.753709243924,0.982776700001
0.630038304723,0.982629100001
0.768345770055,0.982462600001
0.653461278355,0.982102600001
0.620616226687,0.981958600001
0.631834376941,0.981776800001
0.627069032569,0.981713800001
0.654411083337,0.981596800001
0.75235204306,0.981453700001
0.729365538742,0.981327700001
0.652180384035,0.981271900001
0.672899502889,0.981084700001
0.693014262898,0.980946100001
0.710967433431,0.980832700001
0.661085680512,0.980674300001
0.688262890246,0.980515900001
0.644086178828,0.980400700001
0.644745863954,0.980210800001
0.628335271468,0.980090200001
0.709317646006,0.979978600001
0.688265786155,0.979840000001
0.662214502681,0.979759000001
0.631835168999,0.979649200001
0.661301765942,0.979509700001
0.60578814367,0.979353100001
0.635522090866,0.979171300001
0.678144026656,0.979022800001
0.647875891654,0.978913000001
0.677754806669,0.978796000001
0.703894791492,0.978640300001
0.643551473576,0.978510700001
0.68745270496,0.978343300001
0.800524171528,0.978177700001
0.693106794423,0.978058900001
0.681342310564,0.977925700001
0.676950721053,0.977768200001
0.708725393402,0.977622400001
0.698385243391,0.977453200001
0.650006773848,0.977324500001
0.74890633386,0.977171500001
0.78365673587,0.977007700001
0.581555786085,0.976885300001
0.786430316033,0.976766500001
0.612561001186,0.976692700001
0.703332382993,0.976580200001
0.696246343772,0.976459600001
0.741645952998,0.976337200001
0.607617257986,0.976180600001
0.81349547298,0.976067200001
0.667330970451,0.975919600001
0.713020080482,0.975754900001
0.682334467155,0.975567700001
0.783144656606,0.975483100001
0.752689450242,0.975372400001
0.75060075411,0.975140200001
0.635260656861,0.974985400001
0.751404859854,0.974831500001
0.744621767299,0.974694700001
0.683884839305,0.974583100001
0.623620818439,0.974431900001
0.596992295878,0.974291500001
0.690534000472,0.973931500001
0.714348369878,0.973758700001
0.693972292078,0.973594900001
0.661771057699,0.973438300001
0.631993600798,0.973268200001
0.692479045326,0.973100800001
0.755213993663,0.972974800001
0.695122666449,0.972816400001
0.789485885448,0.972658000001
0.824427107389,0.972490600001
0.780026216222,0.972310600001
0.635680224262,0.972242200001
0.934808297107,0.972182800001
0.705924508138,0.972023500001
0.865654594194,0.971904700001
0.742472391634,0.971740900001
0.772598222767,0.971583400001
0.705858937723,0.971443000001
0.739534546409,0.971279200001
0.811241841329,0.971109100001
0.790823427008,0.970952500001
0.885835939096,0.970869700001
0.729991346625,0.970704100001
0.818814938395,0.970581700001
0.823791890184,0.970461100001
0.833454057994,0.970366600001
0.850485834322,0.970220800001
0.777981782208,0.969947200001
0.628447683707,0.969799600001
0.744813849485,0.969715000001
0.830682971407,0.969594400001
0.834437730826,0.969425200001
0.708354940428,0.969310000001
0.753122243868,0.969223600001
0.915562708508,0.969053500001
0.779331175354,0.968929300001
0.807838938404,0.968797900001
0.908072370853,0.968624200001
0.71705440696,0.968453200001
0.819317588236,0.968278600001
0.74258862079,0.968140900001
0.798933858291,0.967975300001
0.69046194269,0.967831300001
0.781133520738,0.967667500001
0.654078407764,0.967604500001
0.789714254273,0.967474900001
0.765344902156,0.967329100001
0.842700645249,0.967172500001
0.645153908337,0.967037500001
0.935658422535,0.966883600001
0.837776115034,0.966730600001
0.87955552175,0.966647800001
0.653045498918,0.966501100001
0.727265586036,0.966391300001
0.764018890474,0.966243700001
0.721114126235,0.966129400001
0.731595419461,0.966037600001
0.678586071287,0.965963800001
0.711073231574,0.965807200001
0.644637174232,0.965747800001
0.811019990698,0.965632600001
0.709491569726,0.965532700001
0.852577011875,0.965361700001
0.785395451375,0.965190700001
0.725678700064,0.965086300001
0.798095522895,0.964918900001
0.696597387899,0.964758700001
0.714920438598,0.964591300001
0.720317265755,0.964441900001
0.820119641304,0.964265500001
0.785065798557,0.964126000001
0.786159628285,0.963992800001
0.864708636657,0.963830800001
0.733600793996,0.963746200001
0.742985444885,0.963614800001
0.798225080958,0.963443800001
0.669459098321,0.963298000001
0.799995054154,0.963145000001
0.740923899212,0.962970400001
0.721401656541,0.962875900001
0.810680383877,0.962748100001
0.811504611102,0.962629300001
0.907329425149,0.962485300001
0.802011522073,0.962224300001
0.780723839933,0.962051500001
0.753701503692,0.961883200001
0.719995584248,0.961766200001
0.840068591379,0.961598800001
0.838741268692,0.961444900001
0.669357700845,0.961309900001
0.800627084994,0.961191100001
0.784290737106,0.961049800001
0.680798622961,0.960925600001
0.753553883255,0.960794200001
0.779738830929,0.960634000001
0.627487457248,0.960533200001
0.846106369867,0.960344200001
0.705092134262,0.960173200001
0.762920042063,0.960027400001
0.789926426312,0.959849200001
0.648475036996,0.959686300001
0.703358387469,0.959511700001
0.690024964185,0.959382100001
0.831882905878,0.959236300001
0.74502845927,0.959065300001
0.578760737252,0.959009500001
0.795936173027,0.958823200001
0.747308461146,0.958695400001
0.763140988952,0.958547800001
0.723788602629,0.958393000001
0.835852138727,0.958268800001
0.666359845679,0.958119400001
0.712931872284,0.957962800001
0.729121795291,0.957788200001
0.851507251623,0.957732400001
0.711319518422,0.957583000001
0.800557367397,0.957433600001
0.690561374975,0.957271600001
0.731402364545,0.957180700001
0.786916939518,0.957022300001
0.84481208,0.956930500001
0.85272858122,0.956791000001
0.679820869957,0.956733400001
0.685858416977,0.956598400001
0.724720906777,0.956432800001
0.802608345918,0.956265400001
0.754612829377,0.956189800001
0.813332865529,0.956040400001
0.673512123819,0.955923400001
0.882589385746,0.955817200001
0.603081909825,0.955684000001
0.815194481824,0.955540000001
0.806445373186,0.955399600001
0.771945848087,0.955372600001
0.679223054653,0.955213300001
0.812113292217,0.955040500001
0.765689350789,0.954885700001
0.749472260396,0.954789400001
0.580756547379,0.954676000001
0.720304147606,0.954541000001
0.772208434254,0.954375400002
0.821502313052,0.954204400002
0.735457370613,0.954006400002
0.733062941191,0.953848900002
0.754912739218,0.953593300002
0.721692995964,0.953438500002
0.743011317786,0.953292700002
0.692769686336,0.953177500002
0.77288985879,0.953121700002
0.701726182601,0.952957900002
0.706716522954,0.952839100002
0.744527772604,0.952686100002
0.784190816981,0.952595200002
0.709787989264,0.952465600002
0.751652653942,0.952408000002
0.798143183179,0.952308100002
0.690144879974,0.952057900002
0.80128095256,0.951901300002
0.640359330675,0.951724000002
0.697317754536,0.951562000002
0.840244335947,0.951463000002
0.73319819712,0.951301900002
0.759795711078,0.951175900002
0.762976808854,0.951024700002
0.7725328994,0.950883400002
0.72465393395,0.950730400002
0.762591538851,0.950638600002
0.696118829236,0.950470300002
0.72297237181,0.950112100002
0.823566153408,0.949944700002
0.696954131089,0.949783600002
0.820572174706,0.949654000002
0.732256114612,0.949531600002
0.735256998571,0.949382200002
0.709394276778,0.949286800002
0.74598427294,0.949148200002
0.631082390025,0.948976300002
0.766501521161,0.948819700002
0.803914959729,0.948668500002
0.708843500313,0.948505600002
0.807124564873,0.948372400002
0.690449859784,0.948259000002
0.739877182739,0.948128500002
0.671356651462,0.947964700002
0.724246089192,0.947835100002
0.797079590693,0.947661400002
0.744683136418,0.947519200002
0.75067252606,0.947378800002
0.760809820502,0.947228500002
0.731149357739,0.947075500002
0.69429407357,0.946953100002
0.850085856095,0.946867600002
0.774185481308,0.946727200002
0.734947641572,0.946592200002
0.776389437964,0.946505800002
0.784577681769,0.946338400002
0.732786852338,0.946239400002
0.703249182676,0.946072000002
0.763578737968,0.945947800002
0.660572632459,0.945805600002
0.813246733641,0.945690400002
0.723197553983,0.945564400002
0.70602873651,0.945483400002
0.720459184745,0.945336700002
0.851501916759,0.945271900002
0.708119610795,0.945124300002
0.65179744617,0.944956900002
0.770142626933,0.944802100002
0.730662865426,0.944632900002
0.651077993356,0.944490700002
0.726994023708,0.944407900002
0.760367204491,0.944283700002
0.677174891914,0.944121700002
0.748082482593,0.943947100002
0.749567307042,0.943833700002
0.708705507218,0.943656400002
0.737035808455,0.943523200002
0.735682743215,0.943390000002
0.717202487712,0.943300000002
0.69902122471,0.943186600002
0.664923206586,0.943105600002
0.640816326038,0.942924700002
0.679990250805,0.942841900002
0.683557755965,0.942685300002
0.734185458257,0.942593500002
0.802187746511,0.942535900002
0.640655209321,0.942413500002
0.669610320873,0.942271300002
0.765556998799,0.942105700002
0.640408921563,0.941983300002
0.79544413216,0.941829400002
0.645444036111,0.941696200002
0.794973221431,0.941613400002
0.714167279164,0.941446000002
0.604519738401,0.941329000002
0.70039419035,0.941219200002
0.793574858195,0.941042800002
0.827296150688,0.940889800002
0.736887361204,0.940742200002
0.671143192539,0.940571200002
0.774544972634,0.940434400002
0.737885293601,0.940294000002
0.723520001783,0.940145500002
0.674682194134,0.940012300002
0.664329194952,0.939861100002
0.686895551507,0.939702700002
0.7393038451,0.939628900002
0.695661813922,0.939499300002
0.688482998234,0.939344500002
0.700608604493,0.939202300002
0.67636222952,0.939049300002
0.691753000643,0.938895400002
0.712380296545,0.938756800002
0.62835784577,0.938634400002
0.769752615872,0.938496700002
0.836860580645,0.938358100002
0.705705967334,0.938251900002
0.748020253031,0.938143000002
0.881874376992,0.938081800002
0.669395521309,0.937961200002
0.740050927674,0.937868500002
0.669486783809,0.937747900002
0.6921766042,0.937584100002
0.748070443721,0.937408600002
0.689561607335,0.937331200002
0.727924064643,0.937214200002
0.63566936232,0.937130500002
0.751856847551,0.937067500002
0.65567237903,0.936941500002
0.779810117102,0.936767800002
0.674333305148,0.936636400002
0.737248887167,0.936391600002
0.619787656309,0.936245800002
0.832789695231,0.936132400002
0.690089155172,0.936004600002
0.747689040484,0.935843500002
0.73730143092,0.935681500002
0.66141501413,0.935517700002
0.665068858679,0.935430400002
0.783266423655,0.935317000002
0.696471250447,0.935165800002
0.660386090284,0.934990300002
0.812384377911,0.934929100002
0.647017295678,0.934797700002
0.731710170908,0.934641100002
0.676039356209,0.934482700002
0.727590501375,0.934315300002
0.668208910786,0.934180300002
0.686049928022,0.934119100002
0.74174526947,0.933985900002
0.626775838968,0.933825700002
0.717913445695,0.933762700002
0.726781495064,0.933647500002
0.716324667036,0.933499900002
0.756861866208,0.933440500002
0.638644278646,0.933316300002
0.717632525047,0.933225400002
0.636362799614,0.933061600002
0.676688937456,0.932912200002
0.736221767064,0.932747500002
0.674156320159,0.932585500002
0.700249279254,0.932448700002
0.69034472171,0.932277700002
0.72796379188,0.932130100002
0.669747165637,0.932016700002
0.666421248038,0.931932100002
0.67711611231,0.931816900002
0.649467358221,0.931753900002
0.718502320154,0.931607200002
0.728844228697,0.931436200002
0.66155205047,0.931259800002
0.694722760533,0.931090600002
0.676986363356,0.930844000002
0.732889525586,0.930692800002
0.675676397966,0.930524500002
0.671828071754,0.930407500002
0.744647879573,0.930308500002
0.691458744705,0.930162700002
0.5886260355,0.930083500002
0.600631723777,0.930018700002
0.729893775994,0.929860300002
0.612065680469,0.929723500002
0.697550306933,0.929615500002
0.681816615741,0.929451700002
0.667302070185,0.929377900002
0.685541574215,0.929255500002
0.725253222988,0.929161000002
0.714151452103,0.928936000002
0.651730692901,0.928759600002
0.690633234533,0.928598500002
0.682171911819,0.928459900002
0.676295091887,0.928117900002
0.727626266325,0.927961300002
0.684859941988,0.927840700002
0.642702189914,0.927705700002
0.725349527684,0.927546400002
0.696770823439,0.927483400002
0.659036272098,0.927368200002
0.620353544285,0.927207100002
0.747416539595,0.927095500002
0.690270243303,0.926924500002
0.589834435373,0.926781400002
0.668924153581,0.926700400002
0.755072307778,0.926450200002
0.625738672486,0.926264800002
0.728181195164,0.926128000002
0.69741529246,0.925982200002
0.673776549088,0.925742800002
0.717471845744,0.925645600002
0.673841416456,0.925579000002
0.69306621026,0.925395400002
0.684727155576,0.925253200002
0.624364342857,0.925134400002
0.701683200896,0.924998500002
0.636538152303,0.924705100002
0.633408264271,0.924640300002
0.641250680512,0.924493600002
0.632630413646,0.924432400002
0.654802722431,0.924304600002
0.709434191169,0.924144400002
0.697179504602,0.923969800003
0.685841831907,0.923847400003
0.712370880982,0.923687200003
0.734152293181,0.923579200003
0.61269958289,0.923406400003
0.689158990091,0.923302000003
0.635579686033,0.923190400003
0.649963252222,0.923037400003
0.70946106848,0.922889800003
0.708992738842,0.922718800003
0.692996479584,0.922589200003
0.670747668078,0.922420900003
0.647855474924,0.922278700003
0.734202457667,0.922104100003
0.633768541302,0.921968200003
0.704084210876,0.921901600003
0.68486138246,0.921840400003
0.66391759073,0.921681100003
0.588827970756,0.921565900003
0.626431634849,0.921405700003
0.670266479358,0.921229300003
0.723122011686,0.921078100003
0.644739594293,0.920935900003
0.670041876048,0.920790100003
0.78334968622,0.920669500003
0.743422243807,0.920538100003
0.644676642295,0.920368000003
0.676554960251,0.920247400003
0.662448513092,0.920085400003
0.665437536545,0.919750600003
0.641071590564,0.919619200003
0.674440855397,0.919486000003
0.69915486101,0.919330300003
0.733282543663,0.919256500003
0.622729406406,0.919123300003
0.602163417646,0.918966700003
0.7097655717,0.918882100003
0.623380829407,0.918723700003
0.732655454038,0.918583300003
0.699130098941,0.918417700003
0.568277978129,0.918324100003
0.669032350837,0.918156700003
0.62681026431,0.918034300003
0.64748848699,0.917956900003
0.709625962385,0.917865100003
0.690346399024,0.917706700003
0.720428583986,0.917575300003
0.634937225747,0.917401600003
0.682126477163,0.917248600003
0.639672149015,0.917077600003
0.620791418764,0.916898500003
0.698677547521,0.916761700003
0.629734557888,0.916583500003
0.573620323544,0.916401700003
0.709984552327,0.916254100003
0.662382130816,0.916075900003
0.633540332957,0.915931900003
0.663553594799,0.915631300003
0.710245028746,0.915501700003
0.777992682545,0.915368500003
0.682331853242,0.915231700003
0.755479333084,0.915147100003
0.673612599175,0.914967100003
0.796161406808,0.914821300003
0.692904566231,0.914698900003
0.70694003908,0.914521600003
0.710170875952,0.914359600003
0.623633890926,0.914278600003
0.685183847639,0.914120200003
0.704085430776,0.913954600003
0.941489978255,0.913897000003
0.708875880227,0.913755700003
0.739604510212,0.913608100003
0.702892854203,0.913465900003
0.715818142409,0.913286800003
0.832695968673,0.913189600003
0.70920976779,0.913047400003
0.688722167529,0.912943900003
0.730334557085,0.912879100003
0.63921603001,0.912720700003
0.660501050508,0.912550600003
0.752227497881,0.912435400003
0.620105179399,0.912313000003
0.691904866044,0.912154600003
0.726807099019,0.911983600003
0.674031271732,0.911819800003
0.744384325994,0.911670400003
0.665337710328,0.911546200003
0.79245042584,0.911368000003
0.701267885926,0.911191600003
0.81921714169,0.911108800003
0.689555063975,0.910774000003
0.65873174877,0.910687600003
0.674663823859,0.910660600003
0.774197436397,0.910578700003
0.730520450868,0.910458100003
0.660163073498,0.910341100003
0.721443299897,0.910189900003
0.679210164461,0.910045900003
0.751424836272,0.909932500003
0.70954853535,0.909793900003
0.760602602108,0.909649900003
0.710963112633,0.909522100003
0.771032101928,0.909428500003
0.658231927951,0.909255700003
0.679122353759,0.909194500003
0.788804823423,0.909009100003
0.743066394418,0.908884900003
0.773941416524,0.908767900003
0.756504745834,0.908613100003
0.715985553023,0.908499700003
0.761298318108,0.908362900003
0.694912515836,0.908157700003
0.810828467411,0.907963300003
0.667385926909,0.907844500003
0.857526505796,0.907679800003
0.62329436569,0.907552000003
0.713130319648,0.907418800003
0.758521714931,0.907302700003
0.746272908789,0.907155100003
0.763779131915,0.907005700003
0.692795468764,0.906822100003
0.844490152445,0.906714100003
0.87425890512,0.906606100003
0.747593855716,0.906458500003
0.716994405065,0.906328900003
0.749711459938,0.906206500003
0.704404652792,0.906060700003
0.736235068639,0.905940100003
0.743108092232,0.905877100003
0.794787332913,0.905710600003
0.744085405373,0.905581000003
0.727545531458,0.905480200003
0.789171350827,0.905307400003
0.721580393196,0.905152600003
0.885811173487,0.905039200003
0.802890601412,0.904895200003
0.743478414339,0.904745800003
0.765427482875,0.904663000003
0.774742197838,0.904520800003
0.810870764043,0.904396600003
0.683850673756,0.904256200003
0.781882309614,0.904090600003
0.700408432216,0.903953800003
0.668959232158,0.903890800003
0.766801818294,0.903727900003
0.908789410437,0.903652300003
0.707758014267,0.903454300003
0.703759275356,0.903290500003
0.761200161451,0.903146500003
0.741313359439,0.903031300003
0.759575454991,0.902865700003
0.700500863548,0.902714500003
0.791746682156,0.902460700003
0.706918098781,0.902319400003
0.715765050925,0.902148400003
0.73420203469,0.901968400003
0.793227063906,0.901814500003
0.765622016606,0.901661500003
0.782529299736,0.901333900003
0.771182532286,0.901188100003
0.75779732578,0.901029700003
0.696360706663,0.900865900003
0.717004739817,0.900729100003
0.856669873563,0.900666100003
0.786556847685,0.900522100003
0.726027876694,0.900370000003
0.764669773241,0.900240400003
0.688527400216,0.900089200003
0.687555726985,0.899901100003
0.721758754784,0.899839900003
0.681050080101,0.899730100003
0.809327756389,0.899561800003
0.794543436446,0.899486200003
0.843144952407,0.899381800003
0.700622924351,0.899236000003
0.751980855662,0.899090200003
0.742610232126,0.898919200003
0.744636319204,0.898763500003
0.820842429655,0.898646500003
0.684121148261,0.898482700003
0.846672953355,0.898350400003
0.787433831851,0.898156000003
0.776201421317,0.898004800003
0.799777059758,0.897922000003
0.88939959225,0.897765400003
0.736935045129,0.897590800003
0.819480218515,0.897452200003
0.737174177534,0.897279400003
0.728942949468,0.897139000003
0.722345873952,0.896979700003
0.659428139457,0.896812300003
0.741148125018,0.896524300003
0.808771186881,0.896363200003
0.707975088335,0.896224600003
0.690113471402,0.896093200003
0.84384740322,0.895987900003
0.754982349832,0.895816900003
0.850833001681,0.895680100003
0.698306890196,0.895576600003
0.826240492071,0.895511800003
0.723903876839,0.895348000003
0.796463660826,0.895199500003
0.754694644088,0.895032100003
0.812372637639,0.894843100003
0.758732384815,0.894754900003
0.775586841362,0.894594700003
0.701822912166,0.894511900003
0.719703400277,0.894358900003
0.71705429982,0.894299500003
0.738319381001,0.894150100003
0.833148667652,0.894063700003
0.742555138126,0.893984500003
0.817721774286,0.893856700003
0.760028637707,0.893705500003
0.768872128976,0.893577700004
0.761597107244,0.893455300004
0.759234288982,0.893297800004
0.826311931475,0.893189800004
0.873433553629,0.893083600004
0.735689881947,0.892930600004
0.701137214455,0.892804600004
0.988679836973,0.892743400004
0.739589557886,0.892585000004
0.739867153536,0.892448200004
0.745067052376,0.892306000004
0.742964390344,0.892141300004
0.881133218637,0.892018900004
0.809132476536,0.891851500004
0.845159279709,0.891704800004
0.705535227382,0.891568000004
0.831385523207,0.891361000004
0.628416501439,0.891198100004
0.725674269478,0.891084700004
0.75572464733,0.890953300004
0.781608730647,0.890805700004
0.74061361851,0.890665300004
0.734888091729,0.890587900004
0.781289910654,0.890445700004
0.719597130344,0.890307100004
0.909321956831,0.890245900004
0.703371317769,0.890152300004
0.707269247163,0.890001100004
0.741139401993,0.889882300004
0.766502835944,0.889729300004
0.800317948218,0.889570900004
0.7558670807,0.889412500004
0.759532325769,0.889257700004
0.714276336869,0.889101100004
0.754781945965,0.888949900004
0.717573456413,0.888838300004
0.937467607526,0.888780700004
0.722881275171,0.888656500004
0.780520663102,0.888480100004
0.743592027135,0.888312700004
0.836238974847,0.888181300004
0.701326111642,0.888027400004
0.71357863177,0.887887000004
0.784795187767,0.887764600004
0.694556412127,0.887572000004
0.780761259073,0.887395600004
0.692662846279,0.887140000004
0.751520700577,0.886975300004
0.779746234517,0.886824100004
0.757467093727,0.886701700004
0.810157220452,0.886570300004
0.738620541851,0.886462300004
0.787453924569,0.886363300004
0.878705310206,0.886216600004
0.746726478534,0.886097800004
0.757038563838,0.885950200004
0.778287418355,0.885841300004
0.795551792884,0.885749500004
0.840230214809,0.885684700004
0.760418820297,0.885534400004
0.846953446121,0.885437200004
0.662210946867,0.885370600004
0.785135064038,0.885217600004
0.720971075632,0.885116800004
0.856400768175,0.884990800004
0.802177863163,0.884836000004
0.709287643637,0.884684800004
0.768645359848,0.884562400004
0.740886332416,0.884394100004
0.765956087782,0.884284300004
0.828727316593,0.884223100004
0.85401293028,0.884133100004
0.74311582471,0.883998100004
0.772901340778,0.883870300004
0.719634350902,0.883784800004
0.737643412151,0.883613800004
0.637247319331,0.883552600004
0.815045336692,0.883454500004
0.749459466423,0.883312300004
0.719665568941,0.883180900004
0.796937029138,0.883034200004
0.711077805437,0.882915400004
0.803847862242,0.882769600004
0.795767638757,0.882676900004
0.852167021247,0.882570700004
0.775347310704,0.882459100004
0.808020310996,0.882364600004
0.844238347996,0.882197200004
0.844380796829,0.881925400004
0.869008713395,0.881766100004
0.765167981275,0.881690500004
0.793699722978,0.881614900004
0.696281387105,0.881523100004
0.620130310929,0.881463700004
0.768249035537,0.881400700004
0.795653804306,0.881237800004
0.78091059839,0.881158600004
0.800112284738,0.881081200004
0.660588140367,0.880932700004
0.735305910045,0.880779700004
0.638522788937,0.880632100004
0.809441815025,0.880467400004
0.733845930448,0.880325200004
0.696533120158,0.880192000004
0.832321456949,0.880105600004
0.693455661603,0.879949000004
0.703895046416,0.879839200004
0.846919586,0.879705100004
0.75442175148,0.879553900004
0.746205897782,0.879431500004
0.860326138392,0.879325300004
0.781516176378,0.879184900004
0.761787522773,0.879049900004
0.756524391408,0.878944600004
0.797801610434,0.878782600004
0.798160340753,0.878604400004
0.698049907761,0.878437000004
0.709348124216,0.878302000004
0.800603419495,0.878237200004
0.84432639549,0.878041000004
0.734088540459,0.877913200004
0.739225095278,0.877740400004
